0 524158 IT 2020 0
1 527731 IT 2020 0
2 531794 IT 2020 0
3 536366 IT 2020 0
4 541463 IT 2020 0
5 547064 IT 2020 0
6 553023 IT 2020 0
7 559180 IT 2020 0
8 565377 IT 2020 0
9 571408 IT 2020 0
10 578263 IT 2020 0
11 588145 IT 2020 0
12 590767 IT 2020 0
13 588046 IT 2020 0
14 587378 IT 2020 0
15 593336 IT 2020 0
16 593916 IT 2020 0
17 587604 IT 2020 0
18 587777 IT 2020 0
19 594829 IT 2020 0
20 600857 IT 2020 0
21 601032 IT 2020 0
22 607054 IT 2020 0
23 613240 IT 2020 0
24 615521 IT 2020 0
25 625438 IT 2020 0
26 646058 IT 2020 0
27 673163 IT 2020 0
28 687698 IT 2020 0
29 683591 IT 2020 0
30 696186 IT 2020 0
31 703640 IT 2020 0
32 711465 IT 2020 0
33 708199 IT 2020 0
34 726373 IT 2020 0
35 750652 IT 2020 0
36 769322 IT 2020 0
37 790777 IT 2020 0
38 810727 IT 2020 0
39 824699 IT 2020 0
40 839213 IT 2020 0
41 872961 IT 2020 0
42 905150 IT 2020 0
43 930572 IT 2020 0
44 968822 IT 2020 0
45 1004576 IT 2020 0
46 1027020 IT 2020 0
47 1033398 IT 2020 0
48 1019531 IT 2020 0
49 1022314 IT 2020 0
50 1009998 IT 2020 0
51 1016413 IT 2020 0
52 1009855 IT 2020 0
53 1011250 IT 2020 0
54 1020317 IT 2020 0
55 1016398 IT 2020 0
56 990662 IT 2020 0
57 941154 IT 2020 0
58 911111 IT 2020 0
59 881236 IT 2020 0
60 852810 IT 2020 0
61 819722 IT 2020 0
62 788565 IT 2020 0
63 774100 IT 2020 0
64 761558 IT 2020 0
65 738505 IT 2020 0
66 711512 IT 2020 0
67 688736 IT 2020 0
68 678482 IT 2020 0
69 678268 IT 2020 0
70 678894 IT 2020 0
71 690101 IT 2020 0
72 688817 IT 2020 0
73 663078 IT 2020 0
74 599480 IT 2020 0
75 512862 IT 2020 0
76 520855 IT 2020 0
77 501296 IT 2020 0
78 494545 IT 2020 0
79 504899 IT 2020 0
80 498881 IT 2020 0
81 467194 IT 2020 0
82 423675 IT 2020 0
83 374986 IT 2020 0
84 349514 IT 2020 0
85 325709 IT 2020 0
86 293039 IT 2020 0
87 262174 IT 2020 0
88 238097 IT 2020 0
89 216836 IT 2020 0
90 188935 IT 2020 0
91 157352 IT 2020 0
92 134737 IT 2020 0
93 113687 IT 2020 0
94 93850 IT 2020 0
95 75886 IT 2020 0
96 61063 IT 2020 0
97 47998 IT 2020 0
98 36769 IT 2020 0
99 26828 IT 2020 0
100 43096 IT 2020 0
